region,hazard,rp,new_pov,new_sub,init_pov,init_sub,reg_pop
III - Central Luzon,HU,2000,0.007210512683531088,0.003644580810013143,904508.9418499995,337561.9636,11098900.305219987
III - Central Luzon,PF,1,4674.266080416948,2040.4654352437346,904508.9418499995,337561.9636,11098900.305220017
III - Central Luzon,PF,10,21421.07966550822,10762.17582943907,904508.9418500002,337561.9635999999,11098900.305219987
III - Central Luzon,PF,25,39415.65719596651,18409.8376339357,904508.94185,337561.96359999996,11098900.305220032
III - Central Luzon,PF,30,43402.55827830985,20146.27918788669,904508.9418500003,337561.9636,11098900.30522001
III - Central Luzon,PF,50,55287.930460410214,27275.51878693094,904508.9418500003,337561.96359999984,11098900.305220025
III - Central Luzon,PF,100,79318.88271873494,37928.210574359226,904508.9418500002,337561.96359999996,11098900.305220021
III - Central Luzon,PF,200,108686.09067248755,50056.42034504668,904508.9418500008,337561.9636,11098900.305219961
III - Central Luzon,PF,250,121500.17955403974,62057.5364794825,904508.9418500003,337561.96359999984,11098900.30522002
III - Central Luzon,PF,500,153197.429416833,74476.96462448641,904508.9418499997,337561.9635999999,11098900.305220002
III - Central Luzon,PF,1000,183586.2859719328,87306.89760318071,904508.9418500001,337561.96360000013,11098900.30522003
III - Central Luzon,PF,2000,0.007319594290247285,0.003364714484028964,904508.9418499995,337561.9636000001,11098900.305219987
III - Central Luzon,SS,1,220.71698916794375,107.53810424153465,904508.94185,337561.9636000001,11098900.305219956
III - Central Luzon,SS,10,1819.091574323385,981.8182105611718,904508.9418500001,337561.9636000001,11098900.305220025
III - Central Luzon,SS,25,3100.033861600374,1584.181843367748,904508.9418500001,337561.9636,11098900.305220006
III - Central Luzon,SS,30,3127.360506506689,1563.0344553364803,904508.9418500001,337561.9636,11098900.305220027
III - Central Luzon,SS,50,4107.832708982718,1919.6729768944292,904508.94185,337561.9636000002,11098900.30521999
III - Central Luzon,SS,100,5395.412532664034,2643.5516489059387,904508.9418499997,337561.9636000001,11098900.305219997
III - Central Luzon,SS,200,7289.7979426565835,3226.474940570556,904508.9418499997,337561.9636,11098900.305220027
III - Central Luzon,SS,250,7690.574002888864,3741.2096152122303,904508.9418499994,337561.96359999996,11098900.305220032
III - Central Luzon,SS,500,8678.224042389958,4647.14799595425,904508.9418500004,337561.9636000001,11098900.30521997
III - Central Luzon,SS,1000,10972.940709754992,5491.485317437548,904508.9418499996,337561.9636,11098900.30522
III - Central Luzon,SS,2000,0.007350697005031486,0.003526669390790836,904508.9418499995,337561.9636,11098900.305219987
IVA - CALABARZON,EQ,1,668.1038590116949,352.60703226571565,957267.2337,330698.8042000001,14127199.834489891
IVA - CALABARZON,EQ,10,941.479729934052,471.9986951202888,957267.2337,330698.8042000001,14127199.834490003
IVA - CALABARZON,EQ,25,15129.3132306525,7894.7419944337,957267.2336999995,330698.80420000013,14127199.834489949
IVA - CALABARZON,EQ,30,21465.06060938393,12401.571351641363,957267.2337000004,330698.80419999996,14127199.834490068
IVA - CALABARZON,EQ,50,75581.96982916865,36782.42607856228,957267.2337000002,330698.8042,14127199.834490068
IVA - CALABARZON,EQ,100,200431.8545104905,111286.69692809047,957267.2336999997,330698.8041999999,14127199.83449007
IVA - CALABARZON,EQ,200,405172.5371720318,221411.4771272673,957267.2337000003,330698.80420000013,14127199.834490063
IVA - CALABARZON,EQ,250,534692.3686424696,286097.22041945485,957267.2337,330698.80420000013,14127199.834489906
IVA - CALABARZON,EQ,500,1075755.1053425,630195.979531,957267.2337,330698.80420000013,14127199.834489973
IVA - CALABARZON,EQ,1000,1237307.1250435,829445.6139185001,957267.2337,330698.80420000013,14127199.834489973
IVA - CALABARZON,EQ,2000,2285192.846928996,4572885.133323004,957267.2337,330698.80420000013,14127199.834489973
IVA - CALABARZON,HU,1,6549.45316912612,3294.728718500708,957267.2336999999,330698.8042000001,14127199.834490072
IVA - CALABARZON,HU,10,19887.83750198416,8982.403283579994,957267.2337000006,330698.8042,14127199.834489983
IVA - CALABARZON,HU,25,88210.99818562913,41905.71676129406,957267.2337000001,330698.8042,14127199.83448993
IVA - CALABARZON,HU,30,119708.7971564012,57649.145881196026,957267.2336999997,330698.80420000013,14127199.834490122
IVA - CALABARZON,HU,50,191681.84911455165,91655.57657097705,957267.2337000002,330698.8042,14127199.834489955
IVA - CALABARZON,HU,100,382131.81496616575,188543.05750530702,957267.2337000007,330698.8042000001,14127199.83449006
IVA - CALABARZON,HU,200,682611.8399804549,338457.05262278864,957267.2336999993,330698.8042000001,14127199.834490046
IVA - CALABARZON,HU,250,745259.4282554999,391856.7057740001,957267.2337,330698.80420000013,14127199.834489973
IVA - CALABARZON,HU,500,1142351.1714990002,745886.4452225001,957267.2337,330698.80420000013,14127199.834489973
IVA - CALABARZON,HU,1000,1633739.9008465018,1291636.5936594987,957267.2337,330698.80420000013,14127199.834489973
IVA - CALABARZON,HU,2000,0.007487291793321841,0.0034845474779090133,957267.2337000004,330698.8042000001,14127199.834489945
IVA - CALABARZON,PF,1,4289.503870552375,1933.5278535525892,957267.2336999999,330698.8042,14127199.834490046
IVA - CALABARZON,PF,10,22865.534149926225,10746.954964387807,957267.2337000008,330698.80420000013,14127199.83449002
IVA - CALABARZON,PF,25,40003.632821091174,19208.72472637855,957267.2336999997,330698.80419999996,14127199.83448999
IVA - CALABARZON,PF,30,44155.5208857606,21151.749611622723,957267.2337000006,330698.80419999996,14127199.834490005
IVA - CALABARZON,PF,50,57663.153916807634,28203.34764290536,957267.2337000002,330698.80419999996,14127199.83449002
IVA - CALABARZON,PF,100,70379.88361354369,39105.995652439575,957267.2337,330698.80419999996,14127199.83449004
IVA - CALABARZON,PF,200,108595.85453975714,52596.01680825903,957267.2337000007,330698.8041999999,14127199.834490066
IVA - CALABARZON,PF,250,119728.4694286459,57684.81851074067,957267.2336999996,330698.8042,14127199.83448996
IVA - CALABARZON,PF,500,148063.5113978612,74459.02921472286,957267.2336999997,330698.80419999996,14127199.834489986
IVA - CALABARZON,PF,1000,179087.02769528786,88197.26203458739,957267.2337000011,330698.8042000001,14127199.834489988
IVA - CALABARZON,PF,2000,0.007692544910650984,0.003487466442364352,957267.2337000006,330698.8042000001,14127199.834489945
IVA - CALABARZON,SS,1,546.0396324368148,250.67170567714317,957267.2336999999,330698.80419999996,14127199.834489934
IVA - CALABARZON,SS,10,4520.222372108034,2160.172245679087,957267.2337000008,330698.8042000001,14127199.834489968
IVA - CALABARZON,SS,25,6594.458214487144,3015.576631829362,957267.2336999995,330698.8042000001,14127199.834489977
IVA - CALABARZON,SS,30,6836.906699335597,3346.7289083945197,957267.2336999999,330698.8041999999,14127199.834490048
IVA - CALABARZON,SS,50,9229.380412878972,4125.146304807745,957267.2337,330698.8042,14127199.834489938
IVA - CALABARZON,SS,100,11207.823666967264,4850.107290941047,957267.2336999996,330698.8042,14127199.83449
IVA - CALABARZON,SS,200,12907.215624716793,6302.097282016993,957267.2336999995,330698.8042,14127199.834490044
IVA - CALABARZON,SS,250,13803.656709347606,6794.457048918895,957267.2336999994,330698.80419999996,14127199.83448997
IVA - CALABARZON,SS,500,14941.611174116006,6997.693058321402,957267.2337000001,330698.8042,14127199.83449002
IVA - CALABARZON,SS,1000,17847.18236380493,8595.312644247299,957267.2336999995,330698.8042000001,14127199.834489975
IVA - CALABARZON,SS,2000,0.007635826512979262,0.003737663779426184,957267.2337000004,330698.8042,14127199.834489945
IVB - MIMAROPA,EQ,1,322.4387317761451,342.55342206897507,479538.3057000002,274683.8326,3089300.0409799963
IVB - MIMAROPA,EQ,10,422.40639299370054,438.10213224217915,479538.30569999997,274683.8326000003,3089300.040979998
IVB - MIMAROPA,EQ,25,3679.1525494707166,4032.1997654715005,479538.3057000003,274683.83259999997,3089300.0409799996
IVB - MIMAROPA,EQ,30,5209.784292590356,5780.117832424276,479538.30569999985,274683.8326,3089300.04098
IVB - MIMAROPA,EQ,50,12335.685578305816,14049.503914575982,479538.3056999998,274683.8326,3089300.040979995
IVB - MIMAROPA,EQ,100,33954.93840241244,34938.500531155994,479538.3057,274683.83259999997,3089300.040980004
IVB - MIMAROPA,EQ,200,68890.70615844776,79393.63445420649,479538.30569999997,274683.83259999985,3089300.04097999
IVB - MIMAROPA,EQ,250,86939.54703048592,95212.09237950011,479538.3056999997,274683.8325999999,3089300.04098
IVB - MIMAROPA,EQ,500,145335.33725970643,150846.97731526132,479538.30569999997,274683.83260000014,3089300.0409800014
IVB - MIMAROPA,EQ,1000,203699.1637745605,206145.86957835488,479538.30569999974,274683.83260000014,3089300.0409800066
IVB - MIMAROPA,EQ,2000,166002.94801295738,183306.72440525363,479538.30569999997,274683.8325999999,3089300.040979997
IVB - MIMAROPA,HU,1,1012.8421188978679,847.4649594133601,479538.3057000001,274683.8326,3089300.040979993
IVB - MIMAROPA,HU,10,4030.773841066264,3323.002400164671,479538.3057000002,274683.8326,3089300.040980001
IVB - MIMAROPA,HU,25,14035.826940638786,11919.572824636318,479538.30569999997,274683.83259999997,3089300.0409799963
IVB - MIMAROPA,HU,30,19445.169136789642,15328.060864099896,479538.3057,274683.8325999999,3089300.040980007
IVB - MIMAROPA,HU,50,29412.59308031883,28471.780050552716,479538.3056999999,274683.83259999997,3089300.0409800047
IVB - MIMAROPA,HU,100,55216.63565204202,49655.51610511785,479538.3056999997,274683.8326,3089300.040979999
IVB - MIMAROPA,HU,200,86785.8761079649,80702.57555285796,479538.30569999997,274683.8326,3089300.040980002
IVB - MIMAROPA,HU,250,99776.50445978357,87574.59571848313,479538.30570000043,274683.8326,3089300.0409800094
IVB - MIMAROPA,HU,500,155951.70564171343,125423.1439524919,479538.3057,274683.8326,3089300.040979989
IVB - MIMAROPA,HU,1000,239447.82463164025,198815.66689026702,479538.3057,274683.83260000014,3089300.040979994
IVB - MIMAROPA,HU,2000,0.0037894552404411,0.0032399483571799595,479538.3057000004,274683.8326,3089300.040979997
IVB - MIMAROPA,PF,1,146.15582320669228,120.38506127091446,479538.3056999998,274683.83259999997,3089300.0409799987
IVB - MIMAROPA,PF,10,452.29587804234217,376.46149948519104,479538.30569999997,274683.83259999997,3089300.040980006
IVB - MIMAROPA,PF,25,1809.306383967186,1579.5628790082924,479538.30569999974,274683.8326,3089300.0409800047
IVB - MIMAROPA,PF,30,2348.9608884401814,2211.016793395995,479538.30569999974,274683.83259999997,3089300.040979995
IVB - MIMAROPA,PF,50,4793.870467725915,4417.704740593974,479538.30569999997,274683.83259999997,3089300.0409799926
IVB - MIMAROPA,PF,100,9368.748690142722,9434.213719479625,479538.3056999999,274683.83259999997,3089300.0409800024
IVB - MIMAROPA,PF,200,16253.132780775162,14038.491285338192,479538.30569999985,274683.8326,3089300.0409799973
IVB - MIMAROPA,PF,250,18542.852570092597,15993.582140433487,479538.3057000003,274683.83260000014,3089300.0409800024
IVB - MIMAROPA,PF,500,25229.51487265249,21285.997507604898,479538.3057,274683.83259999997,3089300.0409799963
IVB - MIMAROPA,PF,1000,32293.032821387296,27870.700029926236,479538.3057000001,274683.83260000014,3089300.040980001
IVB - MIMAROPA,PF,2000,13572.075914525378,11852.46617362451,479538.30569999997,274683.8326,3089300.0409800005
IVB - MIMAROPA,SS,1,29.212327575131262,25.86366773625863,479538.30570000026,274683.83260000014,3089300.0409799907
IVB - MIMAROPA,SS,10,136.75733038296488,115.03164692075848,479538.3057000001,274683.8326,3089300.040979997
IVB - MIMAROPA,SS,25,1110.9348693148686,994.8683753066786,479538.3056999998,274683.8326000001,3089300.0409800056
IVB - MIMAROPA,SS,30,1464.440181975488,1087.2044121185922,479538.30569999997,274683.8325999999,3089300.040979997
IVB - MIMAROPA,SS,50,4453.323978842169,4094.698427914204,479538.30569999985,274683.83259999997,3089300.0409800033
IVB - MIMAROPA,SS,100,5869.642085636273,4626.4419770742825,479538.3056999999,274683.8326,3089300.0409799893
IVB - MIMAROPA,SS,200,6434.556268158311,5546.916812164301,479538.3056999999,274683.83259999997,3089300.040979994
IVB - MIMAROPA,SS,250,6573.460911928522,5774.687778074113,479538.3056999998,274683.83259999997,3089300.040980011
IVB - MIMAROPA,SS,500,7027.885373019456,6224.278314896611,479538.30569999974,274683.83259999985,3089300.0409800084
IVB - MIMAROPA,SS,1000,8335.2981677498,7306.001932420431,479538.3057,274683.83259999997,3089300.040979996
IVB - MIMAROPA,SS,2000,53186.715785780514,42307.41864795271,479538.3056999999,274683.8326000001,3089300.0409799954
IX - Zamboanga Peninsula,EQ,1,144.3070321093527,162.65925493875747,775760.7985300003,498896.4558,3764699.5852399864
IX - Zamboanga Peninsula,EQ,10,182.22063230819012,201.20107440615524,775760.7985300006,498896.4558000002,3764699.58524
IX - Zamboanga Peninsula,EQ,25,2223.8786982882807,2546.705616542858,775760.7985300003,498896.45579999976,3764699.5852400027
IX - Zamboanga Peninsula,EQ,30,3359.2602425373148,3612.6965218816795,775760.79853,498896.45580000035,3764699.5852399934
IX - Zamboanga Peninsula,EQ,50,9600.700414778777,10269.499105504023,775760.7985300003,498896.4558000001,3764699.5852399915
IX - Zamboanga Peninsula,EQ,100,27248.644537586923,30590.080660496915,775760.7985300004,498896.45579999994,3764699.585240009
IX - Zamboanga Peninsula,EQ,200,56047.92929297496,59225.929260306344,775760.7985300006,498896.4558000001,3764699.585240008
IX - Zamboanga Peninsula,EQ,250,63771.76064773976,70850.30675477337,775760.7985299998,498896.45580000017,3764699.585240003
IX - Zamboanga Peninsula,EQ,500,91542.21149193209,96045.07287115318,775760.7985299997,498896.4558,3764699.58524
IX - Zamboanga Peninsula,EQ,1000,102593.42712200602,121250.51161504885,775760.79853,498896.45580000005,3764699.585240002
IX - Zamboanga Peninsula,EQ,2000,258474.37737887824,278149.5220531466,775760.7985299998,498896.45580000017,3764699.585240003
IX - Zamboanga Peninsula,HU,1,0.00724284472816882,0.006933764715183116,775760.7985300003,498896.45580000005,3764699.585239991
IX - Zamboanga Peninsula,HU,10,0.0091674419178367,0.008924366974609294,775760.7985300008,498896.45579999976,3764699.5852399957
IX - Zamboanga Peninsula,HU,25,29.855576183082114,26.30989298449575,775760.7985299993,498896.45579999965,3764699.585239999
IX - Zamboanga Peninsula,HU,30,49.59798499362353,46.75689204848026,775760.7985299994,498896.4557999997,3764699.5852400116
IX - Zamboanga Peninsula,HU,50,186.87609558759158,166.8503353956866,775760.7985300003,498896.4558000001,3764699.5852400074
IX - Zamboanga Peninsula,HU,100,680.0466046989485,596.9126449871469,775760.7985299993,498896.45580000017,3764699.5852400046
IX - Zamboanga Peninsula,HU,200,2102.160336586276,1894.9593178020161,775760.7985299998,498896.4558000002,3764699.5852400013
IX - Zamboanga Peninsula,HU,250,2817.932797685193,2517.9074728937035,775760.79853,498896.45580000005,3764699.5852399953
IX - Zamboanga Peninsula,HU,500,6013.853009606455,5552.0401325052335,775760.7985300003,498896.4558000002,3764699.5852399855
IX - Zamboanga Peninsula,HU,1000,11324.614591017764,11024.527154226991,775760.7985299997,498896.4558000001,3764699.585240002
IX - Zamboanga Peninsula,HU,2000,54277.94968659854,51381.092542990926,775760.7985299992,498896.45579999976,3764699.585239999
IX - Zamboanga Peninsula,PF,1,0.6279676331395599,0.5342557741694616,775760.79853,498896.4557999999,3764699.585240019
IX - Zamboanga Peninsula,PF,10,0.7330541282607618,0.7251417920441289,775760.7985299996,498896.45580000017,3764699.585240008
IX - Zamboanga Peninsula,PF,25,94.34827277088283,86.22558423531729,775760.7985299999,498896.4557999998,3764699.5852399943
IX - Zamboanga Peninsula,PF,30,134.83921218070995,122.65970276011858,775760.79853,498896.45579999994,3764699.58524001
IX - Zamboanga Peninsula,PF,50,421.0267054776219,389.75783004205215,775760.7985299993,498896.4558000001,3764699.5852400013
IX - Zamboanga Peninsula,PF,100,1118.076163084022,1028.598607262794,775760.7985299996,498896.4557999998,3764699.5852400106
IX - Zamboanga Peninsula,PF,200,2913.4632260870285,2852.338742767803,775760.7985300003,498896.4558,3764699.5852400083
IX - Zamboanga Peninsula,PF,250,3698.386284326367,3436.3845480008317,775760.7985300011,498896.45579999965,3764699.5852400064
IX - Zamboanga Peninsula,PF,500,6986.679203457204,5859.960666914226,775760.7985300003,498896.45579999994,3764699.5852399957
IX - Zamboanga Peninsula,PF,1000,9293.252360302557,8524.650540831479,775760.7985300003,498896.45580000005,3764699.585239996
IX - Zamboanga Peninsula,PF,2000,36278.72343265414,32915.14878595983,775760.7985300004,498896.4558000003,3764699.585239991
IX - Zamboanga Peninsula,SS,1,0.0047716900838999975,0.004462013591499999,775760.7985300006,498896.4558,3764699.5852399943
IX - Zamboanga Peninsula,SS,10,0.004962691807499996,0.004453673464599999,775760.7985300006,498896.4558,3764699.5852399943
IX - Zamboanga Peninsula,SS,25,0.004889011270499995,0.0045632416183,775760.7985300006,498896.4558,3764699.5852399943
IX - Zamboanga Peninsula,SS,30,0.004953801917099996,0.0045598337082999995,775760.7985300006,498896.4558,3764699.5852399943
IX - Zamboanga Peninsula,SS,50,0.0048597813887999945,0.004636206737899999,775760.7985300006,498896.4558,3764699.5852399943
IX - Zamboanga Peninsula,SS,100,5.351867525012874,4.7822025015750675,775760.7985300001,498896.4558000003,3764699.5852400027
IX - Zamboanga Peninsula,SS,200,109.07478954192936,99.58492272009502,775760.7985300003,498896.45580000005,3764699.5852399976
IX - Zamboanga Peninsula,SS,250,113.08241839408008,105.86967069948774,775760.7985300003,498896.4558,3764699.5852400055
IX - Zamboanga Peninsula,SS,500,739.1888475270113,692.7984473869865,775760.7985300005,498896.4557999998,3764699.585240001
IX - Zamboanga Peninsula,SS,1000,1966.428024081297,1738.8773012687207,775760.7985300006,498896.4558000001,3764699.585240013
IX - Zamboanga Peninsula,SS,2000,4963.755642160053,4462.423793078613,775760.7985299997,498896.45579999994,3764699.585240002
NCR,EQ,1,132.07141803636873,76.32559500319202,411882.9067899999,82747.37620000001,12651700.151660051
NCR,EQ,10,153.99768932011833,106.03865000238473,411882.90679,82747.3762,12651700.151659997
NCR,EQ,25,5204.90478913203,3457.45068247945,411882.90679,82747.37620000001,12651700.151659979
NCR,EQ,30,9511.912274928964,5579.324273223548,411882.90678999986,82747.37620000001,12651700.151659999
NCR,EQ,50,29816.965157805203,21960.600172610597,411882.9067900002,82747.37620000001,12651700.151660006
NCR,EQ,100,93033.45602114932,59290.24748013797,411882.9067899998,82747.3762,12651700.151659979
NCR,EQ,200,179817.40393711592,124059.61509612009,411882.9067900002,82747.3762,12651700.151659995
NCR,EQ,250,217248.11014243387,135829.59527577035,411882.9067899999,82747.37620000001,12651700.151660005
NCR,EQ,500,343478.0414934209,249048.50097399764,411882.9067900001,82747.37619999997,12651700.151660021
NCR,EQ,1000,548686.4334315,327068.2388649999,411882.9067900001,82747.37620000001,12651700.151659895
NCR,EQ,2000,2039856.1534240004,3389683.8518355014,411882.9067900001,82747.37620000001,12651700.151659895
NCR,HU,1,1297.0693614811996,680.0214576554158,411882.9067899999,82747.3762,12651700.151659997
NCR,HU,10,3446.890881833664,1951.7293424354468,411882.90679000004,82747.3762,12651700.151660006
NCR,HU,25,17245.959418769275,8660.948211337847,411882.90679000004,82747.3762,12651700.15166002
NCR,HU,30,20024.7801296792,11945.89089959405,411882.9067899998,82747.3762,12651700.151660033
NCR,HU,50,37376.007507675306,21099.319969538294,411882.90679000015,82747.3762,12651700.151659941
NCR,HU,100,64990.09040418396,36628.4641516728,411882.90679000004,82747.3762,12651700.151659986
NCR,HU,200,97951.48181410586,57711.97373083005,411882.9067900001,82747.37620000001,12651700.151660006
NCR,HU,250,112932.66161513099,61369.76136628479,411882.9067899998,82747.37620000001,12651700.151659977
NCR,HU,500,210030.97233445736,112203.27677363718,411882.90679,82747.37619999997,12651700.151660025
NCR,HU,1000,305609.404906399,153534.72815398104,411882.90678999986,82747.37620000001,12651700.151660094
NCR,HU,2000,0.0032880115175214653,0.0020254928667776144,411882.9067899999,82747.3762,12651700.151659956
NCR,PF,1,4854.151347621357,2808.4855713977063,411882.90679,82747.37620000001,12651700.151660016
NCR,PF,10,28791.349701576946,16400.58108017308,411882.9067899998,82747.37620000001,12651700.15165992
NCR,PF,25,41121.96865124841,22123.65488716501,411882.9067900001,82747.3762,12651700.151659999
